Date,cetes91,expcrinf,cambio,VIX,igae,expigae,INPPgen,MEI(-12)_3,INPCagri_N,INPCsene,indcom_FAO,indcom_IMF
11/1/2020,4.270531068,-0.142512039,20.22644776,21.53379846,108.0931929,99.02391785,137.2464958,0,113.8095813,109.4626869,105.1437707,115.7820366
12/1/2020,4.249507905,0.420483039,19.75809455,24.60360643,108.2152299,101.3944864,137.4173489,0,112.4146795,109.6445042,108.7934784,124.8898487
1/1/2021,4.096146104,0.550147614,20.09313604,29.89922772,107.9156818,104.3476627,138.3784299,0,112.9879972,110.0234538,112.6884107,135.2580891
2/1/2021,4.021428685,0.55450624,20.34196484,23.57747817,107.0341155,105.4201466,139.4693539,0,113.3381968,110.3933304,114.5773953,137.5060088
3/1/2021,4.013883194,0.531877619,20.56256711,18.21583497,110.7563754,106.4717928,140.9898258,0,114.7784766,111.0272468,118.4018113,142.9428328
4/1/2021,4.125648491,0.487630235,20.28460636,19.1255827,109.4276217,107.0422105,141.508149,0,117.681468,111.7353002,121.7157794,144.8475336
5/1/2021,4.198787994,0.495238867,20.06817554,17.37370035,109.9882987,107.2784747,142.5539743,0,119.8603612,112.5459532,127.9215859,156.881192
6/1/2021,4.162735568,0.546879543,20.08244582,17.17510897,108.9272504,107.064109,143.5327459,1,120.3780585,113.1875949,125.6995614,160.5466009
7/1/2021,4.668080013,0.41886542,20.18470736,19.34653979,109.4590812,110.3590644,144.2511909,1,120.5824773,113.7111112,125.1754811,163.4969697
8/1/2021,4.9374875,0.335794795,19.81565802,17.40052169,108.3116443,108.6130297,144.971357,1,122.2042405,114.3658574,129.4499351,163.0728095
9/1/2021,4.985519971,0.519335559,20.06504687,21.8839891,108.1289739,109.7670391,145.611977,1,123.4663367,115.0121376,130.9336371,169.7163925
10/1/2021,5.339568798,0.505835036,20.44803252,17.89398161,107.9269788,109.057017,147.0230361,1,124.2757621,115.7330342,133.9745775,192.064355
11/1/2021,5.427493898,0.460454262,20.78433218,28.49342231,108.6853415,109.9012578,148.2492784,1,130.299527,116.8714233,134.7628477,185.0268676
12/1/2021,5.571477024,0.456447187,20.74423438,18.63555202,109.5437839,108.9797809,149.56721,1,130.4022414,117.508455,133.9219479,186.239638
1/1/2022,5.813289762,0.461104333,20.68679604,20.51607802,110.0279365,,150.1538591,1,130.5065566,118.0934794,134.7481119,191.092895
2/1/2022,,,,22.99487214,110.0235677,,151.5428676,1,131.7272639,118.962006,139.006205,203.9347014
3/1/2022,,,,,110.4527043,,153.0755056,1,133.4416119,119.840299,158.6100335,242.7960017
4/1/2022,,,,,111.6398311,,154.0694812,1,134.6266593,120.7987192,157.6758046,227.1890363
5/1/2022,,,,,,,155.1215347,1,135.6167105,121.5790498,157.693423,228.5885784
6/1/2022,,,,,,,156.0830132,1,138.3376984,122.7417538,155.3081875,231.233362
7/1/2022,,,,,,,156.9071443,1,139.7357471,123.6088242,141.0187262,227.2550783
8/1/2022,,,,,,,157.198813,1,140.3453859,124.559868,139.209679,241.0318629
9/1/2022,,,,,,,157.3220612,1,141.7743484,125.4927169,137.7458412,217.0058065
10/1/2022,,,,,,,157.3173982,1,141.9326944,126.3403949,136.0483857,191.1135126
11/1/2022,,,,,,,157.2404231,1,142.0454961,126.9051137,134.2190013,194.5986668
12/1/2022,,,,,,,157.6345766,1,142.8924644,127.5129668,132.1805756,194.2432646
1/1/2023,,,,,,,158.3670494,1,143.5588233,128.3140559,129.7150536,182.675824
2/1/2023,,,,,,,158.3786202,1,144.0393075,128.9806556,128.0544176,175.7859947
3/1/2023,,,,,,,158.8685361,1,143.1699693,129.394964,126.1257764,170.170393
4/1/2023,,,,,,,158.8726704,1,142.9311601,129.8152534,126.936757,169.6733554
5/1/2023,,,,,,,158.7179024,1,142.5033148,130.1934425,123.7042012,158.4043208
6/1/2023,,,,,,,158.510506,1,142.3545017,130.5486078,123.1259502,153.7470653
7/1/2023,,,,,,,158.7378694,1,143.9942826,131.2373137,124.3976657,156.4542567
8/1/2023,,,,,,,159.1380789,1,145.7728599,131.7726984,122.8891941,160.3930988
9/1/2023,,,,,,,159.3531036,,146.1403153,132.2582726,122.617818,165.7938166
10/1/2023,,,,,,,,,144.143344,132.6098383,121.1893874,166.9767212
