Date,cetes91,expcrinf,cambio,VIX,igae,expigae,INPPgen,MEI(-12)_3,INPCagri_N,INPCsene,indcom_FAO,indcom_IMF
1/1/1960,,,,,,,,,,,,
2/1/1960,,,,,,,,,,,,
3/1/1960,,,,,,,,,,,,
4/1/1960,,,,,,,,,,,,
5/1/1960,,,,,,,,,,,,
6/1/1960,,,,,,,,,,,,
7/1/1960,,,,,,,,,,,,
8/1/1960,,,,,,,,,,,,
9/1/1960,,,,,,,,,,,,
10/1/1960,,,,,,,,,,,,
11/1/1960,,,,,,,,,,,,
12/1/1960,,,,,,,,,,,,
1/1/1961,,,,,,,,,,,,
2/1/1961,,,,,,,,,,,,
3/1/1961,,,,,,,,,,,,
4/1/1961,,,,,,,,,,,,
5/1/1961,,,,,,,,,,,,
6/1/1961,,,,,,,,,,,,
7/1/1961,,,,,,,,,,,,
8/1/1961,,,,,,,,,,,,
9/1/1961,,,,,,,,,,,,
10/1/1961,,,,,,,,,,,,
11/1/1961,,,,,,,,,,,,
12/1/1961,,,,,,,,,,,,
1/1/1962,,,,,,,,,,,,
2/1/1962,,,,,,,,,,,,
3/1/1962,,,,,,,,,,,,
4/1/1962,,,,,,,,,,,,
5/1/1962,,,,,,,,,,,,
6/1/1962,,,,,,,,,,,,
7/1/1962,,,,,,,,,,,,
8/1/1962,,,,,,,,,,,,
9/1/1962,,,,,,,,,,,,
10/1/1962,,,,,,,,,,,,
11/1/1962,,,,,,,,,,,,
12/1/1962,,,,,,,,,,,,
1/1/1963,,,,,,,,,,,,
2/1/1963,,,,,,,,,,,,
3/1/1963,,,,,,,,,,,,
4/1/1963,,,,,,,,,,,,
5/1/1963,,,,,,,,,,,,
6/1/1963,,,,,,,,,,,,
7/1/1963,,,,,,,,,,,,
8/1/1963,,,,,,,,,,,,
9/1/1963,,,,,,,,,,,,
10/1/1963,,,,,,,,,,,,
11/1/1963,,,,,,,,,,,,
12/1/1963,,,,,,,,,,,,
1/1/1964,,,,,,,,,,,,
2/1/1964,,,,,,,,,,,,
3/1/1964,,,,,,,,,,,,
4/1/1964,,,,,,,,,,,,
5/1/1964,,,,,,,,,,,,
6/1/1964,,,,,,,,,,,,
7/1/1964,,,,,,,,,,,,
8/1/1964,,,,,,,,,,,,
9/1/1964,,,,,,,,,,,,
10/1/1964,,,,,,,,,,,,
11/1/1964,,,,,,,,,,,,
12/1/1964,,,,,,,,,,,,
1/1/1965,,,,,,,,,,,,
2/1/1965,,,,,,,,,,,,
3/1/1965,,,,,,,,,,,,
4/1/1965,,,,,,,,,,,,
5/1/1965,,,,,,,,,,,,
6/1/1965,,,,,,,,,,,,
7/1/1965,,,,,,,,,,,,
8/1/1965,,,,,,,,,,,,
9/1/1965,,,,,,,,,,,,
10/1/1965,,,,,,,,,,,,
11/1/1965,,,,,,,,,,,,
12/1/1965,,,,,,,,,,,,
1/1/1966,,,,,,,,,,,,
2/1/1966,,,,,,,,,,,,
3/1/1966,,,,,,,,,,,,
4/1/1966,,,,,,,,,,,,
5/1/1966,,,,,,,,,,,,
6/1/1966,,,,,,,,,,,,
7/1/1966,,,,,,,,,,,,
8/1/1966,,,,,,,,,,,,
9/1/1966,,,,,,,,,,,,
10/1/1966,,,,,,,,,,,,
11/1/1966,,,,,,,,,,,,
12/1/1966,,,,,,,,,,,,
1/1/1967,,,,,,,,,,,,
2/1/1967,,,,,,,,,,,,
3/1/1967,,,,,,,,,,,,
4/1/1967,,,,,,,,,,,,
5/1/1967,,,,,,,,,,,,
6/1/1967,,,,,,,,,,,,
7/1/1967,,,,,,,,,,,,
8/1/1967,,,,,,,,,,,,
9/1/1967,,,,,,,,,,,,
10/1/1967,,,,,,,,,,,,
11/1/1967,,,,,,,,,,,,
12/1/1967,,,,,,,,,,,,
1/1/1968,,,,,,,,,,,,
2/1/1968,,,,,,,,,,,,
3/1/1968,,,,,,,,,,,,
4/1/1968,,,,,,,,,,,,
5/1/1968,,,,,,,,,,,,
6/1/1968,,,,,,,,,,,,
7/1/1968,,,,,,,,,,,,
8/1/1968,,,,,,,,,,,,
9/1/1968,,,,,,,,,,,,
10/1/1968,,,,,,,,,,,,
11/1/1968,,,,,,,,,,,,
12/1/1968,,,,,,,,,,,,
1/1/1969,,,,,,,,,,,,
2/1/1969,,,,,,,,,,,,
3/1/1969,,,,,,,,,,,,
4/1/1969,,,,,,,,,,,,
5/1/1969,,,,,,,,,,,,
6/1/1969,,,,,,,,,,,,
7/1/1969,,,,,,,,,,,,
8/1/1969,,,,,,,,,,,,
9/1/1969,,,,,,,,,,,,
10/1/1969,,,,,,,,,,,,
11/1/1969,,,,,,,,,,,,
12/1/1969,,,,,,,,,,,,
1/1/1970,,,,,,,,,,,,
2/1/1970,,,,,,,,,,,,
3/1/1970,,,,,,,,,,,,
4/1/1970,,,,,,,,,,,,
5/1/1970,,,,,,,,,,,,
6/1/1970,,,,,,,,,,,,
7/1/1970,,,,,,,,,,,,
8/1/1970,,,,,,,,,,,,
9/1/1970,,,,,,,,,,,,
10/1/1970,,,,,,,,,,,,
11/1/1970,,,,,,,,,,,,
12/1/1970,,,,,,,,,,,,
1/1/1971,,,,,,,,,,,,
2/1/1971,,,,,,,,,,,,
3/1/1971,,,,,,,,,,,,
4/1/1971,,,,,,,,,,,,
5/1/1971,,,,,,,,,,,,
6/1/1971,,,,,,,,,,,,
7/1/1971,,,,,,,,,,,,
8/1/1971,,,,,,,,,,,,
9/1/1971,,,,,,,,,,,,
10/1/1971,,,,,,,,,,,,
11/1/1971,,,,,,,,,,,,
12/1/1971,,,,,,,,,,,,
1/1/1972,,,,,,,,,,,,
2/1/1972,,,,,,,,,,,,
3/1/1972,,,,,,,,,,,,
4/1/1972,,,,,,,,,,,,
5/1/1972,,,,,,,,,,,,
6/1/1972,,,,,,,,,,,,
7/1/1972,,,,,,,,,,,,
8/1/1972,,,,,,,,,,,,
9/1/1972,,,,,,,,,,,,
10/1/1972,,,,,,,,,,,,
11/1/1972,,,,,,,,,,,,
12/1/1972,,,,,,,,,,,,
1/1/1973,,,,,,,,,,,,
2/1/1973,,,,,,,,,,,,
3/1/1973,,,,,,,,,,,,
4/1/1973,,,,,,,,,,,,
5/1/1973,,,,,,,,,,,,
6/1/1973,,,,,,,,,,,,
7/1/1973,,,,,,,,,,,,
8/1/1973,,,,,,,,,,,,
9/1/1973,,,,,,,,,,,,
10/1/1973,,,,,,,,,,,,
11/1/1973,,,,,,,,,,,,
12/1/1973,,,,,,,,,,,,
1/1/1974,,,,,,,,,,,,
2/1/1974,,,,,,,,,,,,
3/1/1974,,,,,,,,,,,,
4/1/1974,,,,,,,,,,,,
5/1/1974,,,,,,,,,,,,
6/1/1974,,,,,,,,,,,,
7/1/1974,,,,,,,,,,,,
8/1/1974,,,,,,,,,,,,
9/1/1974,,,,,,,,,,,,
10/1/1974,,,,,,,,,,,,
11/1/1974,,,,,,,,,,,,
12/1/1974,,,,,,,,,,,,
1/1/1975,,,,,,,,,,,,
2/1/1975,,,,,,,,,,,,
3/1/1975,,,,,,,,,,,,
4/1/1975,,,,,,,,,,,,
5/1/1975,,,,,,,,,,,,
6/1/1975,,,,,,,,,,,,
7/1/1975,,,,,,,,,,,,
8/1/1975,,,,,,,,,,,,
9/1/1975,,,,,,,,,,,,
10/1/1975,,,,,,,,,,,,
11/1/1975,,,,,,,,,,,,
12/1/1975,,,,,,,,,,,,
1/1/1976,,,,,,,,,,,,
2/1/1976,,,,,,,,,,,,
3/1/1976,,,,,,,,,,,,
4/1/1976,,,,,,,,,,,,
5/1/1976,,,,,,,,,,,,
6/1/1976,,,,,,,,,,,,
7/1/1976,,,,,,,,,,,,
8/1/1976,,,,,,,,,,,,
9/1/1976,,,,,,,,,,,,
10/1/1976,,,,,,,,,,,,
11/1/1976,,,,,,,,,,,,
12/1/1976,,,,,,,,,,,,
1/1/1977,,,,,,,,,,,,
2/1/1977,,,,,,,,,,,,
3/1/1977,,,,,,,,,,,,
4/1/1977,,,,,,,,,,,,
5/1/1977,,,,,,,,,,,,
6/1/1977,,,,,,,,,,,,
7/1/1977,,,,,,,,,,,,
8/1/1977,,,,,,,,,,,,
9/1/1977,,,,,,,,,,,,
10/1/1977,,,,,,,,,,,,
11/1/1977,,,,,,,,,,,,
12/1/1977,,,,,,,,,,,,
1/1/1978,9.759230481,,,,,,,,,,,
2/1/1978,9.611036496,,,,,,,,,,,
3/1/1978,9.395803892,,,,,,,,,,,
4/1/1978,9.433878214,,,,,,,,,,,
5/1/1978,9.583910953,,,,,,,,,,,
6/1/1978,10.06354998,,,,,,,,,,,
7/1/1978,10.46212296,,,,,,,,,,,
8/1/1978,10.74297474,,,,,,,,,,,
9/1/1978,11.09663454,,,,,,,,,,,
10/1/1978,11.57702301,,,,,,,,,,,
11/1/1978,12.45242446,,,,,,,,,,,
12/1/1978,12.57687468,,,,,,,,,,,
1/1/1979,13.02095958,,,,,,,,,,,
2/1/1979,13.47621628,,,,,,,,,,,
3/1/1979,13.58371685,,,,,,,,,,,
4/1/1979,13.84337277,,,,,,,,,,,
5/1/1979,14.35122213,,,,,,,,,,,
6/1/1979,14.83659049,,,,,,,,,,,
7/1/1979,15.27786082,,,,,,,,,,,
8/1/1979,15.56436479,,,,,,,,,,,
9/1/1979,15.92371666,,,,,,,,,,,
10/1/1979,16.34508269,,,,,,,,,,,
11/1/1979,16.9327668,,,,,,,,,,,
12/1/1979,17.76415079,,,,,,,,,,,
1/1/1980,18.30666504,,,,,,,,,,,
2/1/1980,19.10884044,,,,,,,,,,,
3/1/1980,20.99298514,,,,,,,0,,,,
4/1/1980,22.2432891,,,,,,,0,,,,
5/1/1980,22.45524767,,,,,,,0,,,,
6/1/1980,22.0010682,,,,,,,0,,,,
7/1/1980,21.20299775,,,,,,,0,,,,
8/1/1980,21.60915069,,,,,,,0,,,,
9/1/1980,23.80150989,,,,,,,0,,,,
10/1/1980,25.37985346,,,,,,,0,,,,
11/1/1980,26.25163561,,,,,,,1,,,,
12/1/1980,27.67482384,,,,,,,1,,,,
1/1/1981,28.45509245,,,,,,,1,,,,
2/1/1981,28.52366642,,,,,,,1,,,,
3/1/1981,28.0153062,,,,,,,1,,,,
4/1/1981,28.45470155,,,,,,,1,,,,
5/1/1981,28.08871221,,,,,,,1,,,,
6/1/1981,28.51965217,,,,,,,0,,,,
7/1/1981,30.67067661,,,,,,,0,,,,
8/1/1981,33.45001701,,,,,,,0,,,,
9/1/1981,34.19650553,,,,,,,0,,,,
10/1/1981,34.63371784,,,,,,,0,,,,
11/1/1981,34.0929691,,,,,,,0,,,,
12/1/1981,33.18182129,,,,,,,0,,,,
1/1/1982,33.88476172,,,,,,,0,0.090173977,0.086860584,,
2/1/1982,35.88860215,,,,,,,0,0.092819673,0.088180963,,
3/1/1982,34.63266237,,,,,,,0,0.09489217,0.09196024,,
4/1/1982,38.09005867,,,,,,,0,0.098467205,0.097734133,,
5/1/1982,42.77917933,,,,,,,0,0.103591355,0.10603165,,
6/1/1982,50.36271689,,,,,,,0,0.110242186,0.1143798,,
7/1/1982,52.13548912,,,,,,,0,0.118923042,0.121985682,,
8/1/1982,55.09203403,,,,,,,0,0.129546806,0.134718497,,
9/1/1982,50.76185654,,,,,,,0,0.140684154,0.146669754,,
10/1/1982,44.17085932,,,,,,,0,0.149105501,0.162457795,,
11/1/1982,53.13519639,,,,,,,0,0.154800102,0.192316371,,
12/1/1982,57.86720149,,,,,,,0,0.161247342,0.176023584,,
1/1/1983,59.62722226,,,,,,,0,0.168553575,0.186524186,,
2/1/1983,61.426581,,,,,,,0,0.175451043,0.19494143,,
3/1/1983,63.66779819,,,,,,,0,0.187867731,0.204691448,,
4/1/1983,64.05372948,,,,,,,0,0.197517482,0.217290063,,
5/1/1983,63.4076127,,,,,,,1,0.209297816,0.229615851,,
6/1/1983,61.93158836,,,,,,,1,0.224416069,0.241874706,,
7/1/1983,59.63265921,,,,,,,1,0.230175152,0.257643145,,
8/1/1983,57.05526848,,,,,,,1,0.234304386,0.271241526,,
9/1/1983,56.36019378,,,,,,,1,0.243926502,0.284768144,,
10/1/1983,56.35428902,,,,,,,1,0.256167133,0.303173971,,
11/1/1983,55.85462931,,,,,,,1,0.261408991,0.342216635,,
12/1/1983,54.02906985,,,,,,,1,0.270654556,0.322628891,,
1/1/1984,52.98637479,,,,,,,1,0.295446128,0.330058393,,
2/1/1984,50.63689433,,,,,,,1,0.313340452,0.345333223,,
3/1/1984,45.25854562,,,,,,,1,0.334633437,0.358973445,,
4/1/1984,47.52528594,,,,,,,1,0.344323869,0.372411471,,
5/1/1984,50.5607493,,,,,,,1,0.35691129,0.387150696,,
6/1/1984,50.53180514,,,,,,,1,0.373691158,0.406312032,,
7/1/1984,50.04713289,,,,,,,1,0.386339652,0.427630267,,
8/1/1984,50.28202199,,,,,,,0,0.405449037,0.447202346,,
9/1/1984,50.33309018,,,,,,,0,0.41543318,0.469313118,,
10/1/1984,49.41481917,,,,,,,0,0.4292459,0.499315827,,
11/1/1984,49.63919983,,,,,,,0,0.453976765,0.537956483,,
12/1/1984,49.13908376,,,,,,,0,0.470197649,0.520476608,,
1/1/1985,47.85096018,,,,,,,0,0.500487877,0.529293864,,
2/1/1985,48.75373815,,,,,,,0,0.519328275,0.543889547,,
3/1/1985,55.90278058,,,,,,,0,0.535568041,0.56334105,,
4/1/1985,59.43317165,,,,,,,0,0.556510544,0.581297122,,
5/1/1985,60.41136459,,,,,,,1,0.563137531,0.603403124,,
6/1/1985,64.41818004,,,,,,,1,0.578633032,0.627805836,,
7/1/1985,70.51736561,,,,,,,0,0.607293132,0.663955335,,
8/1/1985,74.40635013,,,,,,,0,0.640321054,0.712097364,,
9/1/1985,71.0529783,,,,,,,0,0.6701105,0.760407301,,
10/1/1985,68.30794098,,,,,,,0,0.702184049,0.802824103,,
11/1/1985,71.35573117,,,,,,,0,0.7404355,0.856912589,,
12/1/1985,73.85885957,,,,,,,0,0.766613085,0.847707836,,
1/1/1986,73.77513682,,,,,,,0,0.799014511,0.872791434,,
2/1/1986,73.64521686,,,,,,,0,0.810077966,0.898641051,,
3/1/1986,76.40795601,,,,,,,1,0.837729203,0.938114248,,
4/1/1986,79.87162527,,,,,,,1,0.87195294,0.99184273,,
5/1/1986,82.10222911,,,,,,,1,0.927053137,1.066308919,,
6/1/1986,86.82811581,,,,,,,1,0.985804173,1.157177905,,
7/1/1986,91.9031843,,,,,,,0,1.037259516,1.237608631,,
8/1/1986,101.8738474,,,,,,,0,1.08582129,1.33852735,,
9/1/1986,105.8226645,,,,,,,0,1.15460492,1.453109913,,
10/1/1986,110.1901563,,,,,,,0,1.213958886,1.552445082,,
11/1/1986,106.7083076,,,,,,,0,1.274349224,1.659254656,,
12/1/1986,103.1091359,,,,,,,0,1.351846858,1.729622376,,
1/1/1987,101.9634142,,,,,,,0,1.448509046,1.79676811,,
2/1/1987,99.17261831,,,,,,,0,1.58920354,1.910868748,,
3/1/1987,97.000413,,,,,,,0,1.733049178,2.043316278,,
4/1/1987,97.11244386,,,,,,,0,1.890600651,2.204367268,,
5/1/1987,100.3076248,,,,,,,0,2.038601852,2.39241103,,
6/1/1987,101.3248173,,,,,,,0,2.199263668,2.600147772,,
7/1/1987,99.79134349,,,,,,,1,2.376216862,2.852549855,,
8/1/1987,100.1211267,,,,,,,1,2.580823308,3.109738559,,
9/1/1987,100.286639,,,,,,,1,2.785861838,3.385282805,,
10/1/1987,97.24716168,,,,,,,1,3.137928625,3.690349847,,
11/1/1987,112.5251796,,,,,,,1,3.25635114,4.012934989,,
12/1/1987,127.1613264,,,,,,,1,3.595530304,4.44057063,,
1/1/1988,152.4133136,,,,,,,1,4.148321681,4.922640925,,
2/1/1988,143.873698,,,,,,,1,4.301449203,5.371670712,,
3/1/1988,73.77957489,,,,,,,1,4.534920441,5.684719713,,
4/1/1988,52.19643797,,,,,,,1,4.769404622,5.877458222,,
5/1/1988,47.20925216,,,,,,,1,4.92348151,6.030017531,,
6/1/1988,34.63376845,,,,,,,1,5.303802052,6.181832396,,
7/1/1988,34.15224666,,,,,,,1,5.66721975,6.314199065,,
8/1/1988,34.31365706,,,,,,,1,5.750290809,6.426124129,,
9/1/1988,34.05399336,,,,,,,1,6.00366358,6.513313324,,
10/1/1988,32.28673102,,,,,,,1,6.209911908,6.576199799,,
11/1/1988,42.23787156,,,,,,,1,6.450058702,6.662088053,,
12/1/1988,49.59498399,,,,,,,1,6.516752655,6.727284368,,
1/1/1989,49.06704081,,,,,,,1,6.482499085,6.785292243,,
2/1/1989,46.19758347,,,,,,,0,6.429968888,6.866876569,,
3/1/1989,46.36598152,,,,,,,0,6.520999628,6.956479972,,
4/1/1989,50.10448597,,,,,,,0,6.661060696,7.07213929,,
5/1/1989,55.32206558,,,,,,,1,6.899931508,7.197365222,,
6/1/1989,58.18616944,,,,,,,1,7.13867889,7.316208632,,
7/1/1989,38.37563396,,,,,,,1,7.283314247,7.42979321,,
8/1/1989,38.61539078,,,,,,,1,7.338570663,7.55522841,,
9/1/1989,36.89698904,,,,,,,1,7.324279843,7.68898126,,
10/1/1989,38.29983703,,,,,,,1,7.3926407,7.822018531,,
11/1/1989,39.99410313,,,,,,,1,7.417903309,7.944423558,,
12/1/1989,38.83134913,,,,,,,1,7.470397833,8.103552527,,
1/1/1990,39.25447187,,,,,,,1,7.833112918,8.291449057,64.13997173,
2/1/1990,40.68044665,,,,,,,1,8.249234585,8.450429245,63.95981993,
3/1/1990,43.41812025,,,,,,,1,8.671626898,8.614000278,62.57171546,
4/1/1990,43.56079672,,,,,,,1,8.588553268,8.786398737,65.77754736,
5/1/1990,39.22668685,,,,,,,1,8.529762156,8.987944989,64.36021474,
6/1/1990,35.16418393,,,,,,,1,8.42593991,9.200431229,63.67942666,
7/1/1990,33.11807665,,,,,,,1,8.539359534,9.41491549,62.597545,
8/1/1990,32.14512324,,,,,,,1,8.76024368,9.62561045,62.4675107,
9/1/1990,31.85987626,,,,,,,1,8.957874604,9.80569751,61.53533252,
10/1/1990,29.32280996,,,,,,,0,9.091983736,9.971654118,61.82065134,
11/1/1990,25.95978608,,,,,,,0,9.277360137,10.19746406,61.40843259,
12/1/1990,25.14945399,,,,,,,0,9.361182803,10.42732863,61.82701329,
1/1/1991,23.62342231,,,20.19845152,,,,0,9.503087232,10.57759775,60.7277032,
2/1/1991,22.51430131,,,20.09897389,,,,0,9.541971689,10.74210273,61.10714064,
3/1/1991,21.94857975,,,17.39100134,,,,0,9.686609109,10.89816004,60.84522635,
4/1/1991,21.25227844,,,17.66959635,,,,0,9.738906747,11.04119931,60.74151139,
5/1/1991,20.93346646,,2.989231669,16.49696079,,,,0,9.920855389,11.17806947,60.52007495,
6/1/1991,19.39598987,,3.004401419,21.53404516,,,,0,10.16518937,11.31650706,61.06281201,
7/1/1991,19.08060629,,3.017679847,16.33085751,,,,0,10.30474126,11.45709257,61.89929824,
8/1/1991,18.42500704,,3.050436397,15.66467405,,,,0,10.36760307,11.58571974,62.42657929,
9/1/1991,18.57763875,,3.06197653,15.16320897,,,,0,10.41687265,11.738619,62.60071991,
10/1/1991,17.66197506,,3.063891487,15.66911228,,,,0,10.54069661,11.91345715,65.01226754,
11/1/1991,16.90640819,,3.059462271,17.68657835,,,,0,10.5647611,12.04291082,63.86108768,
12/1/1991,17.06141967,,3.083261681,19.90436458,,,,0,10.49376618,12.20855276,63.90876232,
1/1/1992,15.80832588,,3.096091392,17.06831074,,,,0,10.63924389,12.33470454,64.70642079,50.30043678
2/1/1992,14.87275481,,3.090879501,15.06200945,,,,0,10.87038345,12.4563051,65.28947284,50.0977427
3/1/1992,11.57637076,,3.043778774,15.85402251,,,,0,11.20933633,12.57960572,65.0182287,50.04474051
4/1/1992,11.79663896,,3.061518022,15.24114433,,,,0,11.24680215,12.70210593,64.57035292,50.2060361
5/1/1992,13.62845803,,3.092943353,14.70758667,,,,1,11.00991343,12.81904246,64.6885586,51.18716258
6/1/1992,15.26227384,,3.099397711,14.19109833,,,,1,10.91322368,12.92810247,65.73808045,51.86820903
7/1/1992,17.19379116,,3.104918646,14.53492241,,,,1,10.87409922,13.05241595,64.45603045,51.93320588
8/1/1992,17.91374699,,3.097999333,14.31363021,,,,1,10.87696859,13.18122431,63.74535452,51.99246158
9/1/1992,18.40800048,,3.098549306,14.44395651,,,,1,10.96180844,13.32663216,63.86533387,52.98927514
10/1/1992,18.88245605,,3.116787512,15.87665483,,,,1,11.15311701,13.46565933,62.16805774,52.20942156
11/1/1992,17.7181657,,3.099657939,11.0492895,,,,1,11.27813687,13.61823091,61.81534109,50.88981261
12/1/1992,17.27793965,,3.122407093,13.04404115,,,,1,11.53964465,13.76964619,60.94293096,50.3702979
1/1/1993,18.4176433,,3.138713005,12.77918008,61.67444668,,,1,11.53395328,13.84800626,61.34338883,49.25571988
2/1/1993,18.66546889,,3.124313683,12.61658909,62.58385554,,,1,11.42746552,13.93544295,60.96166362,49.53594157
3/1/1993,17.79705535,,3.078978923,11.72738067,62.32601706,,,1,11.30008669,14.0093203,62.04488345,50.85099525
4/1/1993,16.53246628,,3.093738224,12.51609825,62.45393103,,,1,11.21654683,14.04823014,62.66572337,50.82456889
5/1/1993,17.12340433,,3.122386942,13.1199861,63.02830068,,,1,11.37207774,14.11256344,61.74448856,50.61343833
6/1/1993,16.21898892,,3.101819746,12.81418264,62.26257428,,,1,11.5068037,14.18583025,61.6603002,49.74937377
7/1/1993,14.75558582,,3.117001716,12.49269001,63.30574294,,,1,11.59645124,14.29071065,61.86759039,50.0286326
8/1/1993,14.60011378,,3.129862402,12.9237775,63.09794831,,,1,11.67567561,14.42056947,61.25810657,49.90322953
9/1/1993,14.08244799,,3.127984484,12.45365658,62.85004253,,,1,11.80275173,14.55969581,61.07649917,49.47857722
10/1/1993,13.30174858,,3.103391154,11.71388625,62.90889913,,,1,11.76068096,14.70136541,61.77311892,49.26427072
11/1/1993,13.19680427,,3.123483529,11.94448252,62.70921501,,,1,11.75370043,14.82971531,62.35482544,49.14491458
12/1/1993,11.50802994,,3.106348736,12.06968624,63.94663769,,,1,11.90334559,14.89904267,64.35760569,48.86113138
1/1/1994,10.81724866,,3.135951701,10.33159256,64.36833258,,,1,11.88256444,14.90029799,64.703131,49.28991234
2/1/1994,9.799581422,,3.151764041,14.34411716,64.41652872,,,1,11.70805786,14.94172933,64.11845749,49.83816832
3/1/1994,10.18977977,,3.283666932,19.21281244,65.02208501,,,1,11.68771795,14.98220971,63.87189843,49.37676702
4/1/1994,15.60226154,,3.346130838,14.09938744,65.89761487,,,1,11.60074552,14.96048469,63.74641596,49.73763631
5/1/1994,18.34073207,,3.328167323,13.25335453,65.87779039,,,1,11.62670276,15.01855372,65.03312679,50.93474019
6/1/1994,16.90219398,,3.34928507,16.27171765,66.06995935,,,1,11.66744667,15.10362772,65.47062717,52.55599305
7/1/1994,17.51402855,,3.402316594,12.35177295,65.8714646,,,1,11.83423315,15.22886176,63.88083218,54.11676523
8/1/1994,15.29194571,,3.414768302,12.53658863,66.20759066,,,1,11.98746713,15.37798335,66.70052899,53.04460623
9/1/1994,14.28067938,,3.424007579,14.02294443,66.58682941,,,1,12.09613707,15.54658943,69.31750851,53.52714771
10/1/1994,13.94772099,,3.402606685,13.52182447,66.9071943,,,1,12.23304144,15.74349664,70.43861826,53.79524238
11/1/1994,13.72238298,,3.395343996,15.12142969,66.6605192,,,1,12.28539401,15.91477418,72.5103508,54.2816667
12/1/1994,19.10195893,,4.093911396,13.1629134,66.19077397,,,0,12.26325207,16.01795973,73.27558848,54.72903085
1/1/1995,39.38972417,,5.762472824,12.41056905,66.02564084,,,0,12.65401201,16.46577361,73.31451548,55.21967536
2/1/1995,41.82601646,,5.755400344,11.41524689,62.03080908,,,0,13.2916865,17.16158486,74.70060758,55.24625137
3/1/1995,70.00275384,,6.751543102,12.34845863,61.44742853,,,0,14.0012862,17.92020251,74.64238449,55.98082702
4/1/1995,69.91321098,,6.225210833,12.1165811,60.85113065,,,0,14.61099888,19.09016803,73.87303535,56.04707448
5/1/1995,58.0702637,,6.030304012,12.94566528,59.65126009,,,0,15.26864823,20.01060544,73.07591967,55.15909875
6/1/1995,47.90339864,,6.204120585,12.77502229,60.44270713,,,0,15.91617708,20.74221178,75.44511247,55.49390607
7/1/1995,40.23641315,,6.146447293,13.67893122,60.93259965,,,1,16.38105596,21.27681795,79.45833992,55.1784387
8/1/1995,37.08631171,,6.275424627,12.00413196,61.3810133,,,1,16.75576999,21.76920441,78.36619425,55.39891803
9/1/1995,34.84314373,,6.363466427,12.58864239,61.79848447,,,1,17.11246802,22.31904332,78.24208942,55.5992016
10/1/1995,41.29158618,,6.699816634,13.22339598,60.03286119,,,1,17.95541616,22.9038435,80.84016634,55.18474987
11/1/1995,50.66094546,,7.608723126,10.70428645,61.95805082,,,1,18.81842551,23.5011132,79.09630925,56.18350949
12/1/1995,46.27175447,,7.627140338,13.02380514,64.42518122,,,1,19.4217356,24.15418348,78.28052316,58.50780757
1/1/1996,41.39089618,,7.512848703,12.84331181,64.73286571,,,1,19.84071435,24.72668121,77.66557991,58.01684928
2/1/1996,40.85952662,,7.527069685,15.66334856,64.15379923,,,1,20.39442167,25.24912927,77.94674911,59.5869354
3/1/1996,42.22876011,,7.471409937,17.99759791,64.39888996,,,0,21.0561331,25.79392488,78.26499321,59.84722563
4/1/1996,36.69271746,,7.484847508,15.85522192,64.67399628,,,0,21.7430536,26.39937627,80.5039042,60.04069708
5/1/1996,33.30857,,7.513408573,16.88324367,64.93265915,,,0,22.55443676,26.92460441,81.19519792,59.23155559
6/1/1996,30.21535786,,7.544164266,15.56738096,65.78354682,,,0,22.91666259,27.43607165,80.88127321,58.9159624
7/1/1996,32.54527136,,7.650737648,19.93666139,65.97887731,,,0,23.2010341,27.95503661,80.16620209,59.70240991
8/1/1996,29.89328094,,7.610350242,16.82560613,65.90213905,,,0,23.6486955,28.4450754,79.93178252,59.38605499
9/1/1996,27.96756154,,7.60920817,16.15101923,66.54696762,,,1,24.02535712,28.95390094,76.91141546,58.65933167
10/1/1996,27.57739474,,7.648217917,17.36701386,66.89925126,,,1,24.51081903,29.42972729,74.3781555,59.11733304
11/1/1996,26.90096706,,7.76259479,16.60704749,67.4806201,,,1,24.94150535,29.85842795,71.90820559,59.73284894
12/1/1996,25.28354497,,7.807267846,20.72932204,68.25468599,,,1,25.24709269,30.44747575,71.71745465,62.35121464
1/1/1997,24.28334958,,7.817127438,20.48859067,68.06870349,,,1,25.74798255,30.97009171,71.50111022,61.61178064
2/1/1997,22.08034916,,7.776818635,20.75509416,68.14670397,,,1,26.19739989,31.41757421,71.52131008,58.48900934
3/1/1997,21.96067704,,7.893227565,19.68213445,68.42773949,,,1,26.71346663,31.77871574,72.67127458,57.4445215
4/1/1997,22.64925547,,7.973274224,21.28547093,69.30052209,,,1,26.61356905,32.06996093,73.06157578,56.01248821
5/1/1997,22.33731587,,8.007845403,19.73945509,69.74334031,,,1,26.63383947,32.46091014,71.76272355,56.65177764
6/1/1997,21.97497226,,7.953963617,24.06158964,70.59302853,,,1,26.5975004,32.83916496,70.53044461,55.61198081
7/1/1997,20.0745569,,7.920027183,22.43996735,70.36154721,,,1,26.93395979,33.25703982,68.30248848,55.07742184
8/1/1997,20.39484385,,7.889839554,25.2836491,71.09938376,,,0,27.56832985,33.66795044,69.77870715,55.21979832
9/1/1997,20.36459873,,7.847801035,21.71206794,71.39226171,,,0,27.94573282,34.11464605,70.10899979,54.73389962
10/1/1997,19.50561748,,7.79992328,33.81397005,72.30984078,,,0,27.92378693,34.49213113,69.85507228,55.23256205
11/1/1997,20.53957534,,8.15449834,27.0164676,72.57387647,,,0,28.00207465,34.8659129,69.77626664,54.02172998
